[0.93078, 0.48055, 0.38582, 0.079512, 0.73956, 0.504, 0.73344, 0.66244, 0.074758, 0.71365, 0.80183, 0.6093, 0.02797] -> [1]
[0.94904, 0.48951, 0.39903, 0.09581, 0.7721, 0.63343, 0.66333, 0.65937, 0.091478, 0.65415, 0.70085, 0.59264, 0.03532] -> [1]
[0.86615, 0.87226, 0.82354, 0.13974, 0.20443, 0.3437, 0.77271, 0.76001, 0.02982, 0.67855, 0.68367, 0.70176, 0.0059655] -> [2]
[0.83678, 0.83167, 0.76779, 0.13569, 0.23482, 0.41707, 0.78797, 0.65479, 0.037264, 0.6665, 0.69083, 0.7706, 0.0085001] -> [2]
[0.59268, 0.65598, 0.46735, 0.20164, 0.4486, 0.63425, 0.85865, 0.37411, 0.094121, 0.59141, 0.75882, 0.3722, 0.017582] -> [3]
[0.69004, 0.76132, 0.59292, 0.20569, 0.35732, 0.63363, 0.81492, 0.45515, 0.067713, 0.57572, 0.6705, 0.46444, 0.012001] -> [3]
[0.75946, 0.39568, 0.26638, 0.060047, 0.87216, 0.57445, 0.78256, 0.49432, 0.12793, 0.65318, 0.85117, 0.50522, 0.056232] -> [4]
[0.84258, 0.48767, 0.29853, 0.061434, 0.8771, 0.52206, 0.80204, 0.52809, 0.088605, 0.77828, 0.9018, 0.56409, 0.031458] -> [4]
[0.93008, 0.61638, 0.40637, 0.072308, 0.75507, 0.44529, 0.85282, 0.54682, 0.054572, 0.66644, 0.81348, 0.53567, 0.012013] -> [5]
[0.769, 0.3986, 0.26184, 0.052115, 0.88107, 0.46721, 0.88711, 0.43266, 0.11242, 0.82752, 0.93644, 0.45868, 0.039092] -> [5]
[0.46596, 0.39908, 0.34384, 0.094003, 0.40577, 0.7245, 0.63773, 0.51552, 0.23844, 0.83528, 0.71322, 0.49536, 0.18485] -> [6]
[0.46342, 0.39936, 0.33383, 0.095507, 0.43648, 0.62689, 0.67885, 0.56189, 0.19407, 0.87232, 0.7493, 0.52705, 0.15093] -> [6]
[0.63372, 0.71055, 0.46611, 0.20266, 0.53189, 0.63051, 0.74067, 0.54396, 0.080673, 0.64854, 0.68646, 0.6008, 0.023832] -> [7]
[0.63286, 0.71188, 0.48869, 0.20548, 0.48581, 0.51702, 0.81213, 0.54711, 0.066651, 0.6412, 0.78117, 0.51407, 0.015729] -> [7]
[0.772, 0.49349, 0.55468, 0.61605, 0.44118, 0.31666, 0.89167, 0.59723, 0.055152, 0.69499, 0.91342, 0.48508, 0.015137] -> [8]
[0.82193, 0.54142, 0.59966, 0.58163, 0.4012, 0.37399, 0.87767, 0.57029, 0.052712, 0.63893, 0.8955, 0.50829, 0.013038] -> [8]
[0.64485, 0.29614, 0.4064, 0.94018, 0.6657, 0.47411, 0.81498, 0.52366, 0.14115, 0.7346, 0.8588, 0.45331, 0.073141] -> [9]
[0.6308, 0.2843, 0.3741, 0.8832, 0.67403, 0.45704, 0.83695, 0.49945, 0.14966, 0.7619, 0.87704, 0.42451, 0.076272] -> [9]
[0.78479, 0.80809, 0.70845, 0.1648, 0.27132, 0.41508, 0.82368, 0.6289, 0.042013, 0.68249, 0.65196, 0.57526, 0.007468] -> [10]
[0.77663, 0.79256, 0.70445, 0.16405, 0.26466, 0.48098, 0.74446, 0.69813, 0.046532, 0.69741, 0.60246, 0.58651, 0.0095409] -> [10]
correct: 1.0
